Professor_ID,Avg_Rating,Total_Ratings,Professor_Name,Department,Would_Take_Again,Avg_Difficulty
353995,3.8,13,Christina Dehler,Education,N/A,2.9
675844,3.2,14,Dave Cooley,Communication,N/A,3
1930697,4.9,5,Aber Mandil,Finance,N/A,1.4
1077244,1.3,2,Wayne Cottrell,Engineering,N/A,5
695772,5,2,Corinne Barley,English,N/A,1.5
1471052,4.3,2,Mary Mogge,Physics,N/A,1.5
1016564,2.3,10,Felix Barreto,Urban Design & Development,N/A,3.6
1675773,4.7,5,Preston Gramling,Mathematics,N/A,2
1905955,5,1,Sevada Isayan,Engineering,N/A,1
1886548,4.3,2,Theresa Vail,Mathematics,N/A,3.5
249858,3.7,33,Mary LaMay,Psychology,N/A,2.3
1907508,5,1,Ryan Nichols,Agriculture,N/A,1
820341,3,5,Vince Turner,Accounting,N/A,1.8
1183284,4.6,9,Michael Smith,History,N/A,3.3
1582978,4.6,11,Bennett McClellan,Management,N/A,2.3
565612,4.5,10,Richard Kaae,Agriculture,N/A,2.4
911109,4.5,3,"Gavin ""gilly"" Sherman",Agriculture,N/A,2
870613,3.8,5,Susan Rodgers,English,N/A,2.4
1906087,3,1,Jonathan Tran,Physics,N/A,2
120634,1.6,7,Doreen Nelson,Education,N/A,3.9
1112644,4.9,47,Susana Hernandez Araico,Languages,N/A,1.2
210232,4.7,17,Annie Simpson,English,N/A,3.2
802211,3.8,4,Doug Spoon,Journalism,N/A,3.8
1904822,5,1,Houssein Ataei,Engineering,N/A,2
1840847,2.8,2,Kathleen Caine,Mathematics,N/A,3
486779,2,15,Kristi Dalven,English,N/A,3.4
1633215,2.5,5,Linda Nguyen,Mathematics,N/A,3.8
2382,2.7,5,Hasan Celik,Mathematics,N/A,4
869078,4.8,5,Thomas Spalding,Kinesiology,N/A,1.8
699728,4.6,10,David A Cahueque,Music,N/A,1.9
470384,3.7,9,Samira Matta,Languages,N/A,2.8
486730,2.7,8,George Lentz,Finance,N/A,3.8
870159,5,2,Terrance Fujimoto,Horticulture,N/A,1.5
663753,4.1,10,Victor Wegrzyn,Agriculture,N/A,2.2
1417540,3,2,John Knox,Technology & Operations Mgmt,N/A,4
1884474,5,2,Erica Pettey,Agriculture,N/A,2.5
1796562,4,1,H.T. Spohn,Kinesiology,N/A,1
1766982,3.8,2,Cynthia Zavala,English,N/A,3.5
1032366,2.5,2,Ana Whitaker,Urban Design & Development,N/A,3
130383,3,16,Maren Henderson,Fine Arts,N/A,4.5
734213,3.8,5,Shirlee Pledger,Communication,N/A,3.6
729704,4.7,3,Dan Hostetler,Agriculture,N/A,2.3
37805,4.1,12,Sally Boyes-Hyslop,Marketing,N/A,2.4
1601218,4.8,2,Denise Gutierrez,Mathematics,N/A,1.5
1764364,3.1,5,Amanda Kaufmann Marsh,Agriculture,N/A,2.4
1370746,3.4,5,Dr. J Phillips,Agriculture,N/A,2.6
1753811,4.3,2,Shwu-Ying Jong,Agriculture,N/A,3
1805644,5,2,Daudi Bogonko,Chemistry,N/A,2.5
856021,3.8,3,Caroline Sabol,Mathematics,N/A,3.7
188327,4.8,30,Herb Fynewever,Chemistry,N/A,2.2
700086,2.7,6,Ken Koenigshofer,Psychology,N/A,4.7
517759,3.9,8,Barbara Estermann,English,N/A,2.3
1831068,1,1,Fredrick Bet-Pera,Chemistry,N/A,5
1821325,5,2,Stan Abraham,Management,N/A,2
594444,2.4,11,John Streng,Chemistry,N/A,3.7
1843102,5,1,Chi Hwang,Computer Science,N/A,2
1764768,2.3,2,Jessica Ku,Graphic Arts,N/A,2
1265612,3.3,2,John Klasik,Geology,N/A,3
246806,4.2,6,Dave Moriarty,Biology,N/A,3.3
1727763,4.8,2,Joshua Tompkins,Biology,N/A,3
1825849,5,1,Jann Vendetti,Biology,N/A,2
1119708,2.6,5,Corina Lopez,Ethnic Studies,N/A,4.4
401449,3.3,2,Peggy Perry,Agriculture,N/A,2.5
1820659,4.8,2,Kimberley Perkins,Management,N/A,3.5
1679802,3.9,4,Dana Hasbach,Mathematics,N/A,3.3
221433,4.2,13,Linda Olson,English,N/A,2.7
1404719,4.8,2,Jensen Barnes,Graphic Arts,N/A,5
1207126,1.4,4,George Gutnikov,Chemistry,N/A,4.8
1806891,3.5,1,Raymond Oropeza,Biology,N/A,4
1222533,2.1,5,Tanya Faltens,Engineering,N/A,4.8
526285,3,14,Michael Carney,Finance,N/A,3.7
1751918,4.5,2,Cynthia Hall,Education,N/A,1.5
496128,4.8,5,Jerry L Kirkpatrick,Business,N/A,2.4
1476133,4,1,Barbara Thomason,Fine Arts,N/A,4
365143,3.2,13,Ana Escalante,Architecture,N/A,3.9
1801273,4.5,1,Liza Abigail Copuyoc,English,N/A,1
1263873,3.6,5,Rasool Masoomian,Economics,N/A,1.8
251333,4.5,6,Meijuan Dong,Languages,N/A,1.3
815443,4.5,7,Brendan Brasier,Dance,N/A,2.4
12201,4.4,4,Sara Garver,Geography,N/A,2.5
1634185,4.8,2,Alexander Vondrak,Computer Science,N/A,1.5
911140,5,2,Carroll King,Accounting,N/A,2
857363,3,3,Larisa Preiser Houy,Computer Science,N/A,3
1620686,3.3,4,Richard Myers,English,N/A,2.3
702881,4.4,12,David Berry,Geology,N/A,1.6
12586,3.7,22,Keith Arnold,Science,N/A,2.6
997855,3.1,5,Andy Wilcox,Landscape Architecture & Regional Planning,N/A,3.6
1751915,5,1,Mario Gottuso Jr.,Education,N/A,1
1751916,1,1,Pamela Walker,Education,N/A,4
697536,5,2,Sydney Silliman,Political Science,N/A,4.5
1263483,2.9,8,Hynjoo Im,Apparel Merchandising,N/A,4.3
77620,4.7,11,Mary Sisney,English,N/A,2.5
1701005,3,1,Kenneth Dery,Biology,N/A,3
470416,4,2,Frederick Roth,Agriculture,N/A,3
659366,3.2,8,Henry Co,Business,N/A,2.8
315455,1.7,10,Stepan Zargaryan,Mathematics,N/A,4
1694409,5,3,Christine Holland,Psychology,N/A,2.3
1725433,2,1,Barbara Hoeling,Physics,N/A,3
587425,4.4,5,Audrey Lamprey,Music,N/A,1.4
701444,1.5,1,David Green,Mathematics,N/A,5
1164982,4,8,Brendan Lindsay,History,N/A,3.8
928193,2.8,10,Melanie Maggard,Psychology,N/A,3.9
1701767,5,1,Erick Ramirez,Philosophy,N/A,2
77615,4.8,4,Charles Frederick,Fine Arts,N/A,1.3
673713,4,4,William Riley,Political Science,N/A,2.5
1545653,4.5,1,Carla Gerberry,Mathematics,N/A,2
739160,4,4,Terentie Bortis,Mathematics,N/A,2.8
358723,4.6,5,Joe Russell,Engineering,N/A,1.6
1002349,3.3,3,Per Dahlin,English,N/A,3.3
665722,2,1,Mary Hayden,Engineering,N/A,4
349747,3.9,24,Janet Hill,Sociology,N/A,2.1
874227,4.4,4,Cedric Dawkins,Management,N/A,1.8
1684918,5,1,Victoria Bhavsar,Agriculture,N/A,3
1249504,3.4,6,Susan Mulley,Landscape Architecture & Regional Planning,N/A,1.5
698164,4.8,2,Mary Newkirk,Health Science,N/A,1.5
320028,4.6,7,Lori Huff,Music,N/A,1
310314,4,5,Chung Lee,Computer Science,N/A,2.4
368344,2.8,3,Ralph Westfall,Computer Science,N/A,3.3
1666349,4,1,Antonio Bojanic,Economics,N/A,3
585646,3.8,5,William Cosgrove,Business,N/A,3.4
1629540,4.3,2,Matthew Gartner,Chemistry,N/A,2.5
1658856,4.5,1,Ahmad Khedraki,Biology,N/A,2
1657960,5,1,Nhu-Y Nguyen,Biology,N/A,1
813709,2.5,3,Muhammad Afzal,Mathematics,N/A,3.3
1451493,2.8,2,Natasha Medvedev,Art History,N/A,3
15571,3.4,13,Barry Soroka,Computer Science,N/A,3.2
528695,4.4,6,Gary Carlton,Biology,N/A,3.3
809077,4.8,10,Richard Burky,Geography,N/A,1.6
1253836,2.5,2,Gregory Partida,Agriculture,N/A,4.5
1183067,4,2,Sylvian Castel De Oro,Languages,N/A,3
714203,1.6,5,Li Ping Chu,Mathematics,N/A,3.8
981515,5,6,Nancy Wolicki,Psychology,N/A,3
554839,4.3,3,Chris Poulson,Business,N/A,3
707396,1.5,2,Maria Omary,Agriculture,N/A,4
1297952,2.2,3,Robert McClure,Finance,N/A,4.7
1343843,5,1,Bulent Sokmen,Kinesiology,N/A,4
522151,4,8,Rick Mathias,Agriculture,N/A,2.1
1590154,3.5,1,Brianna Roe,Management,N/A,2
713619,2.2,7,Lam Wong,Mathematics,N/A,3.7
1458250,4.3,2,Andrew Voss,Biology,N/A,3.5
813874,3.8,22,Hossein Ahmadzadeh,Chemistry,N/A,4
716533,3.4,4,W Verbrugge,Business,N/A,2.3
712550,4.5,1,Lance O'Donnell,Architecture,N/A,3
1112573,3.5,3,Judith Myers-Abell,Psychology,N/A,3
869058,3.3,2,"Kathleen Harcharik,",Management,N/A,3
871309,5,5,Rosemary Kim,Management,N/A,1.8
718231,2.7,5,David Smith,History,N/A,4.4
563799,2.8,4,Dorothy MacNevin,Education,N/A,1.3
678938,5,1,Kara Caldwell-Freeman,Agriculture,N/A,1
1108337,3,2,Mark Chubb,Music,N/A,2
418450,2.3,14,Chris Brady,Biology,N/A,3.4
1086497,3,10,Chris Aykanian,Design,N/A,3.2
714589,5,8,Jeanette Parr,Business,N/A,1.3
1552930,4.5,1,Sharonda Wallace,Foods & Nutrition,N/A,2
797001,4.2,8,Louis Foster,Agriculture,N/A,1.8
678936,3.5,1,Mark Meskin,Agriculture,N/A,4
1088601,5,2,Melissa Stiltz,Animal Science,N/A,3.5
927958,3.2,3,John Plouffe,Accounting,N/A,4
21648,4.5,6,Peter Castro,Science,N/A,2.7
752466,1.3,5,Linda Chan,Mathematics,N/A,4.4
672397,5,1,David Mitchell,Engineering,N/A,2
698142,1.2,8,Kristine Brown,Health Science,N/A,4
921683,1.1,4,M.F. Stoner,Biology,N/A,5
749364,4.8,2,Alexander L. Rudolph,Physics,N/A,3
1229009,4.4,6,Phil Yates,Mathematics,N/A,2.7
1183106,4.8,3,Franklin Yee,Horticulture,N/A,1
1186012,5,3,Charlton Lee,Business,N/A,2.7
894860,4.4,4,William Mark,Political Science,N/A,2
853592,4.3,13,James Swartz,Marketing,N/A,3.2
1023037,3.5,2,Patricia Lin,Women's Studies,N/A,1
1482891,3,1,Robert Enders,Finance,N/A,5
152659,4.1,9,Helen Rockett,Education,N/A,3.2
825104,5,6,Jodene Kersten,Education,N/A,2.5
413223,2.9,4,Nad Ahadiat,Accounting,N/A,2.8
1239674,3,1,Kenneth White,Political Science,N/A,5
741077,4.9,4,Rasol Masomian,Design,N/A,1.5
56181,2.3,8,Art Hacker,Architecture,N/A,4
658033,4.3,3,Judith Sheine,Architecture,N/A,4
877622,3.3,6,Parandeh Kia,History,N/A,2.7
1014702,4.6,18,Gary Lawson,Business,N/A,1.7
419473,2.7,6,Frank Torres,English,N/A,2
352806,4,10,Richard Zionts,Philosophy,N/A,1.6
566739,2.4,9,Harriet Lord,Mathematics,N/A,4.4
817248,4.5,6,C Jones,Management,N/A,3.2
12584,1.3,13,Frank Mathur,Mathematics,N/A,4.8
678935,5,1,Douglas Lewis,Agriculture,N/A,4
1324215,4,1,Antonio Aurilia,Physics,N/A,4
1042520,1,1,Philip Lukeman,Chemistry,N/A,5
566801,4.6,8,Peter Francev,English,N/A,3
860815,1,3,Kennethe Gruber,Biology,N/A,5
1441721,1.5,1,Cameran Ashraf,Geography,N/A,3
461362,4.9,9,Christopher McDonald,Mathematics,N/A,3.1
808577,1.3,9,Roger Morehouse,Physics,N/A,4.9
565181,3.2,5,Helen Gavin,Hospitality,N/A,3
1419501,2.5,1,John MacHado,Art History,N/A,4
1148605,1.2,5,Margurite Clark,Psychology,N/A,5
1419020,5,1,Courtney Fletcher,Communication,N/A,3
1192804,4.8,2,Eddy Ng,Management,N/A,2.5
703545,4.3,8,Mohammed Al- Saadi,Political Science,N/A,2
1150643,4.8,2,"Jian ""Jane"" Zhang",Hospitality,N/A,1.5
1027332,4.3,5,Lisa Riggin-Walden,History,N/A,1.4
1407023,3,1,David Walker,Management,N/A,4
751429,4.6,4,Johnnie Lee,English,N/A,2.3
587423,1.8,11,Jane Ollenburger,Sociology,N/A,2.6
1111607,2,4,Nancy Ware,Interdisciplinary General Ed.,N/A,2.5
671396,1.5,4,Wanda Rainbolt,Health Science,N/A,1.8
894414,4.8,2,Daniel Rowland,Engineering,N/A,2.5
1001445,3,1,Leonard Berkowitz,Engineering,N/A,4
959066,4.8,4,Angie Song,Not Specified,N/A,2
378779,2.5,10,Deloris Barsellotti,Business,N/A,4.3
775917,3.3,2,Doug Glaeser,Political Science,N/A,3.5
1117519,3.5,1,John Maitino,English,N/A,2
1295782,2.5,2,Yiheng Wang,Engineering,N/A,3
12587,4.6,15,Flint Freeman,Agriculture,N/A,2
672475,2.8,3,Bill Hughes,Agriculture,N/A,3.7
1227475,2.5,2,Alexander Hess,Agriculture,N/A,1
907392,5,5,Micheal D Godfrey,Hospitality,N/A,3
1055309,3.3,3,Rachel Hastings,English,N/A,2
650025,3.9,7,John Korey,Political Science,N/A,2.4
1177865,4.7,3,Lisa Kessler,Foods & Nutrition,N/A,1.3
1295297,5,1,Victoria Dominguez,Mathematics,N/A,2
482817,3.9,13,Kevin Menton,English,N/A,2.8
660753,4.9,4,Paul Salomaa,Mathematics,N/A,2.8
1294559,5,1,Shelly Mendez,Mathematics,N/A,2
913059,2.3,2,Robert W. Small,Hospitality,N/A,5
674092,3.5,3,Wayne Wooden,Sociology,N/A,3
1166221,5,1,Shereef Ellaboudy,Political Science,N/A,1
